service_name,service_description,provider_name,seller_tags,avg_speed_reply,delivery_period,number_of_buyers,extra_service,extra_service_fee,last_buyer_review,service_Link,seller_picture_link
 برمجة PHP بأطار عمل Laravel ,"
      *سوف اقوم بتطبيق افكارك وتحويلها الى واقع *,يمكنك ان تطلب  احد العنواين المدرجة من خلال هذه الخدمة,Full Website Development,Front End Modification,Back End Integration,New Modules Addition,Scripts Installation,Errors/Bugs Fixes,Website Customization,Database Integration,API Integration,Web Scraping,على ماذا ستحصل من خلال هذه الخدمة ؟,Full functional website,Unique Front End Design,Manageable Back End,Secured Website & Database,Responsive Design,Errors/Bugs Free,Cross Browser Compatibility,Source Code,ماذا سوف اقدم مقابل كل 5$,برمجة مشروع من 4 صفحات تتكون (Create, read, update and delete) ويرمز لها ب CRUD,او ,اصلاح عطل في موقعك يتعلق في php ,laravel ,html ,css,js,*لا اوفر تعديلات يمكنك الاتفاق على عدد معين عند الطلب ,ولن اقدم اي شيء اخر لم يتم ذكرة هنا او في الطلب ,تملك حق الالغاء فقط  ان كان المشروع لا يعمل (خلل برمجي ) ولن يتم الالغاء بخلاف ذالك ,سوف تجد في الاسفل شرح لكل تطوير اقدمه
    ",ابراهيم الدليمي,"برمجة,تطوير,html,css,php,mysql,ويب,تطبيقات,تصليح,عطل,laravel,crud", 13 ساعة,يوم واحد,11,بناء مشروع متوسط (مثل ادارة سيرفر للالعاب ) (8*CRUD),مقابل 100.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ 14 يوم إضافي.,شخص صادق، رغم التأخير الغير متوقع,https://khamsat.com/programming/php-programming/1612744-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-php-%D8%A8%D8%A3%D8%B7%D8%A7%D8%B1-%D8%B9%D9%85%D9%84-laravel,https://avatars.hsoubcdn.com/d3b443b6098d75de46337155758f91f4?s=128
 برمجة PHP بأطار عمل Laravel ,"
      *سوف اقوم بتطبيق افكارك وتحويلها الى واقع *,يمكنك ان تطلب  احد العنواين المدرجة من خلال هذه الخدمة,Full Website Development,Front End Modification,Back End Integration,New Modules Addition,Scripts Installation,Errors/Bugs Fixes,Website Customization,Database Integration,API Integration,Web Scraping,على ماذا ستحصل من خلال هذه الخدمة ؟,Full functional website,Unique Front End Design,Manageable Back End,Secured Website & Database,Responsive Design,Errors/Bugs Free,Cross Browser Compatibility,Source Code,ماذا سوف اقدم مقابل كل 5$,برمجة مشروع من 4 صفحات تتكون (Create, read, update and delete) ويرمز لها ب CRUD,او ,اصلاح عطل في موقعك يتعلق في php ,laravel ,html ,css,js,*لا اوفر تعديلات يمكنك الاتفاق على عدد معين عند الطلب ,ولن اقدم اي شيء اخر لم يتم ذكرة هنا او في الطلب ,تملك حق الالغاء فقط  ان كان المشروع لا يعمل (خلل برمجي ) ولن يتم الالغاء بخلاف ذالك ,سوف تجد في الاسفل شرح لكل تطوير اقدمه
    ",ابراهيم الدليمي,"برمجة,تطوير,html,css,php,mysql,ويب,تطبيقات,تصليح,عطل,laravel,crud", 13 ساعة,يوم واحد,11,"بناء مشروع كبير (مثل بوابه دفع ,ادارة مخازن ) (10*CRUD)",مقابل 100.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ 21 يوم إضافي.,شخص صادق، رغم التأخير الغير متوقع,https://khamsat.com/programming/php-programming/1612744-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-php-%D8%A8%D8%A3%D8%B7%D8%A7%D8%B1-%D8%B9%D9%85%D9%84-laravel,https://avatars.hsoubcdn.com/d3b443b6098d75de46337155758f91f4?s=128
 برمجة PHP بأطار عمل Laravel ,"
      *سوف اقوم بتطبيق افكارك وتحويلها الى واقع *,يمكنك ان تطلب  احد العنواين المدرجة من خلال هذه الخدمة,Full Website Development,Front End Modification,Back End Integration,New Modules Addition,Scripts Installation,Errors/Bugs Fixes,Website Customization,Database Integration,API Integration,Web Scraping,على ماذا ستحصل من خلال هذه الخدمة ؟,Full functional website,Unique Front End Design,Manageable Back End,Secured Website & Database,Responsive Design,Errors/Bugs Free,Cross Browser Compatibility,Source Code,ماذا سوف اقدم مقابل كل 5$,برمجة مشروع من 4 صفحات تتكون (Create, read, update and delete) ويرمز لها ب CRUD,او ,اصلاح عطل في موقعك يتعلق في php ,laravel ,html ,css,js,*لا اوفر تعديلات يمكنك الاتفاق على عدد معين عند الطلب ,ولن اقدم اي شيء اخر لم يتم ذكرة هنا او في الطلب ,تملك حق الالغاء فقط  ان كان المشروع لا يعمل (خلل برمجي ) ولن يتم الالغاء بخلاف ذالك ,سوف تجد في الاسفل شرح لكل تطوير اقدمه
    ",ابراهيم الدليمي,"برمجة,تطوير,html,css,php,mysql,ويب,تطبيقات,تصليح,عطل,laravel,crud", 13 ساعة,يوم واحد,11,"(10*CRUD) بناء خدمات الويب, API ,web Services, RESTFUL",مقابل 100.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يوم إضافي.,شخص صادق، رغم التأخير الغير متوقع,https://khamsat.com/programming/php-programming/1612744-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-php-%D8%A8%D8%A3%D8%B7%D8%A7%D8%B1-%D8%B9%D9%85%D9%84-laravel,https://avatars.hsoubcdn.com/d3b443b6098d75de46337155758f91f4?s=128
 استخراج بيانات من المواقع المختلفة  Python web scraping ,"
      *** فى هذه الخدمة سوف اقوم بما يلي.., - جمع البيانات من نتائج البحث المختلفة.,- جمع البيانات من المتاجر الالكترونية ك امازون و ebay وسوق,- جمع البيانات من موقع ويكبيديا و مواقع الشركات و الفنادق و غيرها,-تصدير البيانات بأي صيغة ترغب بها (.. ,excel, CSV, JSON, txt),-يمكن ايضا استخراج أسماء منتجات أو صور او اي بيانات أخري من مواقع الويب,***  شروط الخدمة:,-الطلب يكون لموقع واحد فقط,-يجب ألا يخالف ذلك شروط استخدام الموقع المراد إستخراج البيانات منه,-يجب أن تكون البيانات مرئية ومتاحة للجمهور,-يجب ألا يتم إساءة إستخدام البيانات بأي طريقة,-البيانات يتم إستخراجها كما هي موجودة في الموقع بدون تعديلات
    ",ناهد الشريف,"مواقع,بايثون,ويب,web,بيانات,استخراج,scraping", يوم,يوم واحد,1,استخراج بيانات لصفحه اضافية,مقابل 5.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يوم إضافي.,ما شاء الله شغل متقن,https://khamsat.com/business/virtual-assistant/1529308-%D8%A7%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A7%D9%84%D9%85%D8%AE%D8%AA%D9%84%D9%81%D8%A9-python-web-scraping,https://avatars.hsoubcdn.com/030f5f32cbbc25715d9668afabd822c5?s=128
 استخراج بيانات من المواقع المختلفة  Python web scraping ,"
      *** فى هذه الخدمة سوف اقوم بما يلي.., - جمع البيانات من نتائج البحث المختلفة.,- جمع البيانات من المتاجر الالكترونية ك امازون و ebay وسوق,- جمع البيانات من موقع ويكبيديا و مواقع الشركات و الفنادق و غيرها,-تصدير البيانات بأي صيغة ترغب بها (.. ,excel, CSV, JSON, txt),-يمكن ايضا استخراج أسماء منتجات أو صور او اي بيانات أخري من مواقع الويب,***  شروط الخدمة:,-الطلب يكون لموقع واحد فقط,-يجب ألا يخالف ذلك شروط استخدام الموقع المراد إستخراج البيانات منه,-يجب أن تكون البيانات مرئية ومتاحة للجمهور,-يجب ألا يتم إساءة إستخدام البيانات بأي طريقة,-البيانات يتم إستخراجها كما هي موجودة في الموقع بدون تعديلات
    ",ناهد الشريف,"مواقع,بايثون,ويب,web,بيانات,استخراج,scraping", يوم,يوم واحد,1,طلب تعديل على البيانات,مقابل 10.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يومين إضافيين.,ما شاء الله شغل متقن,https://khamsat.com/business/virtual-assistant/1529308-%D8%A7%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A7%D9%84%D9%85%D8%AE%D8%AA%D9%84%D9%81%D8%A9-python-web-scraping,https://avatars.hsoubcdn.com/030f5f32cbbc25715d9668afabd822c5?s=128
 استخراج بيانات من المواقع المختلفة  Python web scraping ,"
      *** فى هذه الخدمة سوف اقوم بما يلي.., - جمع البيانات من نتائج البحث المختلفة.,- جمع البيانات من المتاجر الالكترونية ك امازون و ebay وسوق,- جمع البيانات من موقع ويكبيديا و مواقع الشركات و الفنادق و غيرها,-تصدير البيانات بأي صيغة ترغب بها (.. ,excel, CSV, JSON, txt),-يمكن ايضا استخراج أسماء منتجات أو صور او اي بيانات أخري من مواقع الويب,***  شروط الخدمة:,-الطلب يكون لموقع واحد فقط,-يجب ألا يخالف ذلك شروط استخدام الموقع المراد إستخراج البيانات منه,-يجب أن تكون البيانات مرئية ومتاحة للجمهور,-يجب ألا يتم إساءة إستخدام البيانات بأي طريقة,-البيانات يتم إستخراجها كما هي موجودة في الموقع بدون تعديلات
    ",ناهد الشريف,"مواقع,بايثون,ويب,web,بيانات,استخراج,scraping", يوم,يوم واحد,1,استخراج كامل لما تريد,مقابل 25.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ 3 أيام إضافية.,ما شاء الله شغل متقن,https://khamsat.com/business/virtual-assistant/1529308-%D8%A7%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A7%D9%84%D9%85%D8%AE%D8%AA%D9%84%D9%81%D8%A9-python-web-scraping,https://avatars.hsoubcdn.com/030f5f32cbbc25715d9668afabd822c5?s=128
 استخراج بيانات من المواقع المختلفة  Python web scraping ,"
      *** فى هذه الخدمة سوف اقوم بما يلي.., - جمع البيانات من نتائج البحث المختلفة.,- جمع البيانات من المتاجر الالكترونية ك امازون و ebay وسوق,- جمع البيانات من موقع ويكبيديا و مواقع الشركات و الفنادق و غيرها,-تصدير البيانات بأي صيغة ترغب بها (.. ,excel, CSV, JSON, txt),-يمكن ايضا استخراج أسماء منتجات أو صور او اي بيانات أخري من مواقع الويب,***  شروط الخدمة:,-الطلب يكون لموقع واحد فقط,-يجب ألا يخالف ذلك شروط استخدام الموقع المراد إستخراج البيانات منه,-يجب أن تكون البيانات مرئية ومتاحة للجمهور,-يجب ألا يتم إساءة إستخدام البيانات بأي طريقة,-البيانات يتم إستخراجها كما هي موجودة في الموقع بدون تعديلات
    ",ناهد الشريف,"مواقع,بايثون,ويب,web,بيانات,استخراج,scraping", يوم,يوم واحد,1,تسليم السورس كود,مقابل 75.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ 4 أيام إضافية.,ما شاء الله شغل متقن,https://khamsat.com/business/virtual-assistant/1529308-%D8%A7%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A7%D9%84%D9%85%D8%AE%D8%AA%D9%84%D9%81%D8%A9-python-web-scraping,https://avatars.hsoubcdn.com/030f5f32cbbc25715d9668afabd822c5?s=128
 إنشاء برنامج نصي (Python) لأي عملية تجريف(SCRAPING) ,"
      إذا كنت تبحث عن جمع مجموعات بيانات لمواقع أو مصادر أخرى ، فأنا هنا.,أنا مطور لغة Python ولدي خبرة 3 سنوات.,أتقن عدة إطارات ( BeautifulSoup, Requests, Selenium...),سوف أقوم بإنشاء برنامج نصي(script) من نوع python ( 200 سطر) لاستخراج البيانات من موقع أو مصادر بيانات أخرى.,- يتم استخراج 100 صفحه مقابل 5 دولار, لا تتردد في طرح أي أسئلة علي.,اراكم قريبا
    ",Ouafi Mameri,"تصميم,facebook,twitter,python,script,data,استخراج,instagram,scraping", 3 ساعات,يوم واحد,3,سأضيف قاعدة بيانات Sql على جهازك,مقابل 10.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يوم إضافي.,عمل رائع وسريع وبالتوفيق,https://khamsat.com/programming/python-programming/1697366-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%86%D8%B5%D9%8A-python-%D9%84%D8%A3%D9%8A-%D8%B9%D9%85%D9%84%D9%8A%D8%A9-%D8%AA%D8%AC%D8%B1%D9%8A%D9%81scraping,https://avatars.hsoubcdn.com/f97403aba8ac0e7f9ff06b695e57c5db?s=128
 إنشاء برنامج نصي (Python) لأي عملية تجريف(SCRAPING) ,"
      إذا كنت تبحث عن جمع مجموعات بيانات لمواقع أو مصادر أخرى ، فأنا هنا.,أنا مطور لغة Python ولدي خبرة 3 سنوات.,أتقن عدة إطارات ( BeautifulSoup, Requests, Selenium...),سوف أقوم بإنشاء برنامج نصي(script) من نوع python ( 200 سطر) لاستخراج البيانات من موقع أو مصادر بيانات أخرى.,- يتم استخراج 100 صفحه مقابل 5 دولار, لا تتردد في طرح أي أسئلة علي.,اراكم قريبا
    ",Ouafi Mameri,"تصميم,facebook,twitter,python,script,data,استخراج,instagram,scraping", 3 ساعات,يوم واحد,3,تطوير  و إضافة ميزات أخرى.,مقابل 15.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يومين إضافيين.,عمل رائع وسريع وبالتوفيق,https://khamsat.com/programming/python-programming/1697366-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%86%D8%B5%D9%8A-python-%D9%84%D8%A3%D9%8A-%D8%B9%D9%85%D9%84%D9%8A%D8%A9-%D8%AA%D8%AC%D8%B1%D9%8A%D9%81scraping,https://avatars.hsoubcdn.com/f97403aba8ac0e7f9ff06b695e57c5db?s=128
 إنشاء برنامج نصي (Python) لأي عملية تجريف(SCRAPING) ,"
      إذا كنت تبحث عن جمع مجموعات بيانات لمواقع أو مصادر أخرى ، فأنا هنا.,أنا مطور لغة Python ولدي خبرة 3 سنوات.,أتقن عدة إطارات ( BeautifulSoup, Requests, Selenium...),سوف أقوم بإنشاء برنامج نصي(script) من نوع python ( 200 سطر) لاستخراج البيانات من موقع أو مصادر بيانات أخرى.,- يتم استخراج 100 صفحه مقابل 5 دولار, لا تتردد في طرح أي أسئلة علي.,اراكم قريبا
    ",Ouafi Mameri,"تصميم,facebook,twitter,python,script,data,استخراج,instagram,scraping", 3 ساعات,يوم واحد,3,ضع البرنامج النصي في واجهة (موقع ويب),مقابل 20.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ 3 أيام إضافية.,عمل رائع وسريع وبالتوفيق,https://khamsat.com/programming/python-programming/1697366-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%86%D8%B5%D9%8A-python-%D9%84%D8%A3%D9%8A-%D8%B9%D9%85%D9%84%D9%8A%D8%A9-%D8%AA%D8%AC%D8%B1%D9%8A%D9%81scraping,https://avatars.hsoubcdn.com/f97403aba8ac0e7f9ff06b695e57c5db?s=128
 إنشاء برنامج نصي (Python) لأي عملية تجريف(SCRAPING) ,"
      إذا كنت تبحث عن جمع مجموعات بيانات لمواقع أو مصادر أخرى ، فأنا هنا.,أنا مطور لغة Python ولدي خبرة 3 سنوات.,أتقن عدة إطارات ( BeautifulSoup, Requests, Selenium...),سوف أقوم بإنشاء برنامج نصي(script) من نوع python ( 200 سطر) لاستخراج البيانات من موقع أو مصادر بيانات أخرى.,- يتم استخراج 100 صفحه مقابل 5 دولار, لا تتردد في طرح أي أسئلة علي.,اراكم قريبا
    ",Ouafi Mameri,"تصميم,facebook,twitter,python,script,data,استخراج,instagram,scraping", 3 ساعات,يوم واحد,3,سأقوم بعمل برنامج نصي لتخصيصه حسب احتياجاتك,مقابل 50.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ 5 أيام إضافية.,عمل رائع وسريع وبالتوفيق,https://khamsat.com/programming/python-programming/1697366-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%86%D8%B5%D9%8A-python-%D9%84%D8%A3%D9%8A-%D8%B9%D9%85%D9%84%D9%8A%D8%A9-%D8%AA%D8%AC%D8%B1%D9%8A%D9%81scraping,https://avatars.hsoubcdn.com/f97403aba8ac0e7f9ff06b695e57c5db?s=128
 إنشاء برنامج نصي (Python) لأي عملية تجريف(SCRAPING) ,"
      إذا كنت تبحث عن جمع مجموعات بيانات لمواقع أو مصادر أخرى ، فأنا هنا.,أنا مطور لغة Python ولدي خبرة 3 سنوات.,أتقن عدة إطارات ( BeautifulSoup, Requests, Selenium...),سوف أقوم بإنشاء برنامج نصي(script) من نوع python ( 200 سطر) لاستخراج البيانات من موقع أو مصادر بيانات أخرى.,- يتم استخراج 100 صفحه مقابل 5 دولار, لا تتردد في طرح أي أسئلة علي.,اراكم قريبا
    ",Ouafi Mameri,"تصميم,facebook,twitter,python,script,data,استخراج,instagram,scraping", 3 ساعات,يوم واحد,3,سأقوم بإنشاء برنامج نصي مخصص لك وسأدعمك في التثبيت وتصحيح الأخطاء,مقابل 100.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ 7 أيام إضافية.,عمل رائع وسريع وبالتوفيق,https://khamsat.com/programming/python-programming/1697366-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%86%D8%B5%D9%8A-python-%D9%84%D8%A3%D9%8A-%D8%B9%D9%85%D9%84%D9%8A%D8%A9-%D8%AA%D8%AC%D8%B1%D9%8A%D9%81scraping,https://avatars.hsoubcdn.com/f97403aba8ac0e7f9ff06b695e57c5db?s=128
 برمجة اسكربت بلغة بايثون (25 كود برمجي) ,"
      سأساعدك في برمجة اي اسكربت وبناء اي سوفتوير تريده بإستخدام لغة بايثون.,يمكن من خلال لغة بايثون برمجة كثير من التطبيقات المتعدده في كثير من المجالات المختلفه,Desktop Applications, Mobile Applications, Data Science, Scraping, Database, API
    ",Mohamed Gamal,"تصميم,تطوير,بايثون,اسكربت", ساعة,أسبوع,1,استشاره او حل مشاكل برمجيه,مقابل 15.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يوم إضافي.,تسلم ايدك يا هندسة الله ينور,https://khamsat.com/programming/python-programming/1275450-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A7%D8%B3%D9%83%D8%B1%D8%A8%D8%AA-%D8%A8%D9%84%D8%BA%D8%A9-%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86-25-%D9%83%D9%88%D8%AF-%D8%A8%D8%B1%D9%85%D8%AC%D9%8A,https://avatars.hsoubcdn.com/05a8f71a9535d5c5976f951223d67af0?s=128
 برمجة اسكربت بلغة بايثون (25 كود برمجي) ,"
      سأساعدك في برمجة اي اسكربت وبناء اي سوفتوير تريده بإستخدام لغة بايثون.,يمكن من خلال لغة بايثون برمجة كثير من التطبيقات المتعدده في كثير من المجالات المختلفه,Desktop Applications, Mobile Applications, Data Science, Scraping, Database, API
    ",Mohamed Gamal,"تصميم,تطوير,بايثون,اسكربت", ساعة,أسبوع,1,استخدام APIs خاصه بخدمات اخري,مقابل 25.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ 5 أيام إضافية.,تسلم ايدك يا هندسة الله ينور,https://khamsat.com/programming/python-programming/1275450-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A7%D8%B3%D9%83%D8%B1%D8%A8%D8%AA-%D8%A8%D9%84%D8%BA%D8%A9-%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86-25-%D9%83%D9%88%D8%AF-%D8%A8%D8%B1%D9%85%D8%AC%D9%8A,https://avatars.hsoubcdn.com/05a8f71a9535d5c5976f951223d67af0?s=128
 برمجة اسكربت بلغة بايثون (25 كود برمجي) ,"
      سأساعدك في برمجة اي اسكربت وبناء اي سوفتوير تريده بإستخدام لغة بايثون.,يمكن من خلال لغة بايثون برمجة كثير من التطبيقات المتعدده في كثير من المجالات المختلفه,Desktop Applications, Mobile Applications, Data Science, Scraping, Database, API
    ",Mohamed Gamal,"تصميم,تطوير,بايثون,اسكربت", ساعة,أسبوع,1,Desktop Application,مقابل 45.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ 5 أيام إضافية.,تسلم ايدك يا هندسة الله ينور,https://khamsat.com/programming/python-programming/1275450-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A7%D8%B3%D9%83%D8%B1%D8%A8%D8%AA-%D8%A8%D9%84%D8%BA%D8%A9-%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86-25-%D9%83%D9%88%D8%AF-%D8%A8%D8%B1%D9%85%D8%AC%D9%8A,https://avatars.hsoubcdn.com/05a8f71a9535d5c5976f951223d67af0?s=128
 برمجة اسكربت بلغة بايثون (25 كود برمجي) ,"
      سأساعدك في برمجة اي اسكربت وبناء اي سوفتوير تريده بإستخدام لغة بايثون.,يمكن من خلال لغة بايثون برمجة كثير من التطبيقات المتعدده في كثير من المجالات المختلفه,Desktop Applications, Mobile Applications, Data Science, Scraping, Database, API
    ",Mohamed Gamal,"تصميم,تطوير,بايثون,اسكربت", ساعة,أسبوع,1,Scraping,مقابل 75.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ 5 أيام إضافية.,تسلم ايدك يا هندسة الله ينور,https://khamsat.com/programming/python-programming/1275450-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A7%D8%B3%D9%83%D8%B1%D8%A8%D8%AA-%D8%A8%D9%84%D8%BA%D8%A9-%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86-25-%D9%83%D9%88%D8%AF-%D8%A8%D8%B1%D9%85%D8%AC%D9%8A,https://avatars.hsoubcdn.com/05a8f71a9535d5c5976f951223d67af0?s=128
 برمجة اسكربت بلغة بايثون (25 كود برمجي) ,"
      سأساعدك في برمجة اي اسكربت وبناء اي سوفتوير تريده بإستخدام لغة بايثون.,يمكن من خلال لغة بايثون برمجة كثير من التطبيقات المتعدده في كثير من المجالات المختلفه,Desktop Applications, Mobile Applications, Data Science, Scraping, Database, API
    ",Mohamed Gamal,"تصميم,تطوير,بايثون,اسكربت", ساعة,أسبوع,1,Database و أنظمه كبيره,مقابل 100.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ 14 يوم إضافي.,تسلم ايدك يا هندسة الله ينور,https://khamsat.com/programming/python-programming/1275450-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A7%D8%B3%D9%83%D8%B1%D8%A8%D8%AA-%D8%A8%D9%84%D8%BA%D8%A9-%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86-25-%D9%83%D9%88%D8%AF-%D8%A8%D8%B1%D9%85%D8%AC%D9%8A,https://avatars.hsoubcdn.com/05a8f71a9535d5c5976f951223d67af0?s=128
 إستخراج بيانات اي موقع ويب بكل إحترافيه و تنظيم ,"
      - السلام عليكم -,"" إذا كنت تبحث عن إستخراج بيانات مهمة بالنسبة لك من اي موقع ويب فأنا تحت امرك "",✓ لدي خبرة وسرعة فى إستخراج بيانات المواقع و إدخالها فى هيئة ملفات Excel منظمة .,✓ خبرتى كبيرة في web scraping باستخدام للغة بايثون و قد عملت علي مكتبات :,- مكتبة BeautifulSoup,- مكتبة Requests ,- مكتبة Mechanize,- مكتبة selenium ,- مكتبة pandas ,✓ إختار صيغة الملف الذي سوف يتم ادخال البيانات به :,- ملف csv,- ملف excel,- ملف txt,- ملف Json,• متطلبات الخدمة :,- رابط الموقع الذي تريد استخراج البياناته .,- تحديد البيانات المراد استخراجها من الموقع .,- الانتظار مدة 24 ساعة او 48 كحد اقصي .,- ( ان لم نتفق علي مدة وتفاصيل عمل اكثر ) ,• الخدمة مقابل :,- $5 لعدد 2000 صفحة مستخرجة ,- في حالة وجود صور سوف تستخرج,- 5$ لعدد 500 صورة ,✓ برجاء التواصل اولا لمعرفة كافة التفاصيل وتحديد الوقت المطلوب
    ",Kareem Ahmed,"python,web,بيانات,data,استخراج,extract,mining,scraping,crawling,beautifulsoup", 54 دقيقة,يوم واحد,1,استخراج 500 صورة,مقابل 5.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يوم إضافي.,شخص محترف  و سريع,https://khamsat.com/business/data-entry/1545805-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%8A-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%8A%D8%A8-%D8%A8%D9%83%D9%84-%D8%A5%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D9%87-%D9%88-%D8%AA%D9%86%D8%B8%D9%8A%D9%85,https://avatars.hsoubcdn.com/86dc4f843792188cadda7b381accf8ae?s=128
