service_name,service_description,provider_name,seller_tags,avg_speed_reply,delivery_period,number_of_buyers,extra_service,extra_service_fee,last_buyer_review,service_Link,seller_picture_link
 استخراج البيانات من مواقع الانترنت المختلفة (Web Scraping) ,"
      سأقوم باستخراج البيانات من اي موقع على الانترنت باستخدام لغة بايثون وتقديم النتيجة بواحد من الصيغ التالية:,- XLSX,- CSV,- JSON,- SQL, يتم استخراج  1000 سطر او يتم تحميل 1000 صورة او 1000 فيديو او 1000 ملف لنفس الموقع.,امثلة على الخدمات التي يمكن تنفيذها:,- استخراج جميع الوظائف المطابقة لكلمة البحث التي تختارها من مواقع محركات بحث الوظائف,- استخراج معلومات المنتجات مثل (السعر، رابط المنتج، تفاصيل المنتج وصورته من المتاجر الالكترونية),- تحميل جميع الصور والملفات من اي موقع,- استخراج جميع التفاصيل الخاصة بأي قناة على يوتيوب مثل (روابط مقاطع القناة، تاريخ نشر كل مقطع، عدد المشاهدات لكل مقطع),- استخراج نتائج البحث من غوغل ماب,- استخراج بيانات من مواقع الشركات والفنادق وغيرها,شروط الاستخدام:,1- ان تكون البيانات المطلوب استخراجها متاحة للعموم,2- ان لا يتم استخدام البيانات المستخرجة بشكل غير قانوني,**  لمزيد من الإضافات يرجى مراجعة قسم تطويرات الخدمة.
    ",محمد عميره,"انترنت,مواقع,بايثون,بيانات,استخراج,اكسل,تنقيب", ساعة,ثلاثة أيام,9,استخراج 6500 سطر او تحميل 6500 صورة او 6500 فيديو او 6500 ملف اضافي,مقابل 25.00$ إضافية على سعر الخدمة.,ممتاز,https://khamsat.com/programming/python-programming/1880867-%D8%A7%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA-%D8%A7%D9%84%D9%85%D8%AE%D8%AA%D9%84%D9%81%D8%A9-web-scraping,https://avatars.hsoubcdn.com/881337e6b5400626b4c3b692c3ac4091?s=128
 استخراج البيانات من مواقع الانترنت المختلفة (Web Scraping) ,"
      سأقوم باستخراج البيانات من اي موقع على الانترنت باستخدام لغة بايثون وتقديم النتيجة بواحد من الصيغ التالية:,- XLSX,- CSV,- JSON,- SQL, يتم استخراج  1000 سطر او يتم تحميل 1000 صورة او 1000 فيديو او 1000 ملف لنفس الموقع.,امثلة على الخدمات التي يمكن تنفيذها:,- استخراج جميع الوظائف المطابقة لكلمة البحث التي تختارها من مواقع محركات بحث الوظائف,- استخراج معلومات المنتجات مثل (السعر، رابط المنتج، تفاصيل المنتج وصورته من المتاجر الالكترونية),- تحميل جميع الصور والملفات من اي موقع,- استخراج جميع التفاصيل الخاصة بأي قناة على يوتيوب مثل (روابط مقاطع القناة، تاريخ نشر كل مقطع، عدد المشاهدات لكل مقطع),- استخراج نتائج البحث من غوغل ماب,- استخراج بيانات من مواقع الشركات والفنادق وغيرها,شروط الاستخدام:,1- ان تكون البيانات المطلوب استخراجها متاحة للعموم,2- ان لا يتم استخدام البيانات المستخرجة بشكل غير قانوني,**  لمزيد من الإضافات يرجى مراجعة قسم تطويرات الخدمة.
    ",محمد عميره,"انترنت,مواقع,بايثون,بيانات,استخراج,اكسل,تنقيب", ساعة,ثلاثة أيام,9,تسليم الكود على شكل ملف تنفيذي exe.,مقابل 30.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يوم إضافي.,ممتاز,https://khamsat.com/programming/python-programming/1880867-%D8%A7%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA-%D8%A7%D9%84%D9%85%D8%AE%D8%AA%D9%84%D9%81%D8%A9-web-scraping,https://avatars.hsoubcdn.com/881337e6b5400626b4c3b692c3ac4091?s=128
 تطوير برنامج لأتمتة المهام الثقيلة والمتكررة بلغة البايثون ,"
      السلام عليكم ورحمة الله وبركاته,اسمي بنيوب و لدي خبرة سنوات في برمجة لغة بايثون , ملاحظة: يرجى ""الاتصال بي"" أولاً قبل الطلب للمناقشة في التفاصيل.,هل تبحث عن مبرمج لإنشاء الأتمتة لمهامك اليومية و المتكررة ؟,مقابل 5 دولار يمكنني عمل سكريبت بسيط  من 80 سطر,سأفعل:,ملء النماذج,تحميل / تحميل الملفات,أداء تسجيلات الدخول,إنشاء حسابات,إرسال البيانات إلى المواقع,تجريف بيانات الويب Data Scraping,ببساطة اي فكرة تخطر عبالك في هذه اللغة python قادر على تنفيذها بإذن الله,لماذا أنا؟,مرن,كود بجودة عالية,سنوات من الخبرة في مجالات البايثون,التواصل: وقت استجابة سريعة.,دعم مجاني .,إذا كنت بحاجة إلى مساعدتي. لا تتردد في مراسلتي في أي وقت.
    ",بنيوب إسماعيل,"برمجة,لغة,python,بايثون,آلي,برمجه,automate,selenium", 21 ساعة,ستة أيام,9,عمل سكريبت يتكون من 400 سطر.,مقابل 5.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يوم إضافي.,السلام عليكم أخي الكريم,https://khamsat.com/programming/python-programming/1193618-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%84%D8%A3%D8%AA%D9%85%D8%AA%D8%A9-%D8%A7%D9%84%D9%85%D9%87%D8%A7%D9%85-%D8%A7%D9%84%D8%AB%D9%82%D9%8A%D9%84%D8%A9-%D9%88%D8%A7%D9%84%D9%85%D8%AA%D9%83%D8%B1%D8%B1%D8%A9-%D8%A8%D9%84%D8%BA%D8%A9-%D8%A7%D9%84%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86,https://avatars.hsoubcdn.com/a1d46505e95d0cab16e3f12d5bb75e94?s=128
 تطوير برنامج لأتمتة المهام الثقيلة والمتكررة بلغة البايثون ,"
      السلام عليكم ورحمة الله وبركاته,اسمي بنيوب و لدي خبرة سنوات في برمجة لغة بايثون , ملاحظة: يرجى ""الاتصال بي"" أولاً قبل الطلب للمناقشة في التفاصيل.,هل تبحث عن مبرمج لإنشاء الأتمتة لمهامك اليومية و المتكررة ؟,مقابل 5 دولار يمكنني عمل سكريبت بسيط  من 80 سطر,سأفعل:,ملء النماذج,تحميل / تحميل الملفات,أداء تسجيلات الدخول,إنشاء حسابات,إرسال البيانات إلى المواقع,تجريف بيانات الويب Data Scraping,ببساطة اي فكرة تخطر عبالك في هذه اللغة python قادر على تنفيذها بإذن الله,لماذا أنا؟,مرن,كود بجودة عالية,سنوات من الخبرة في مجالات البايثون,التواصل: وقت استجابة سريعة.,دعم مجاني .,إذا كنت بحاجة إلى مساعدتي. لا تتردد في مراسلتي في أي وقت.
    ",بنيوب إسماعيل,"برمجة,لغة,python,بايثون,آلي,برمجه,automate,selenium", 21 ساعة,ستة أيام,9,عمل سكريبت يتكون من 450 سطر.,مقابل 15.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يومين إضافيين.,السلام عليكم أخي الكريم,https://khamsat.com/programming/python-programming/1193618-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%84%D8%A3%D8%AA%D9%85%D8%AA%D8%A9-%D8%A7%D9%84%D9%85%D9%87%D8%A7%D9%85-%D8%A7%D9%84%D8%AB%D9%82%D9%8A%D9%84%D8%A9-%D9%88%D8%A7%D9%84%D9%85%D8%AA%D9%83%D8%B1%D8%B1%D8%A9-%D8%A8%D9%84%D8%BA%D8%A9-%D8%A7%D9%84%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86,https://avatars.hsoubcdn.com/a1d46505e95d0cab16e3f12d5bb75e94?s=128
 تطوير برنامج لأتمتة المهام الثقيلة والمتكررة بلغة البايثون ,"
      السلام عليكم ورحمة الله وبركاته,اسمي بنيوب و لدي خبرة سنوات في برمجة لغة بايثون , ملاحظة: يرجى ""الاتصال بي"" أولاً قبل الطلب للمناقشة في التفاصيل.,هل تبحث عن مبرمج لإنشاء الأتمتة لمهامك اليومية و المتكررة ؟,مقابل 5 دولار يمكنني عمل سكريبت بسيط  من 80 سطر,سأفعل:,ملء النماذج,تحميل / تحميل الملفات,أداء تسجيلات الدخول,إنشاء حسابات,إرسال البيانات إلى المواقع,تجريف بيانات الويب Data Scraping,ببساطة اي فكرة تخطر عبالك في هذه اللغة python قادر على تنفيذها بإذن الله,لماذا أنا؟,مرن,كود بجودة عالية,سنوات من الخبرة في مجالات البايثون,التواصل: وقت استجابة سريعة.,دعم مجاني .,إذا كنت بحاجة إلى مساعدتي. لا تتردد في مراسلتي في أي وقت.
    ",بنيوب إسماعيل,"برمجة,لغة,python,بايثون,آلي,برمجه,automate,selenium", 21 ساعة,ستة أيام,9,عمل سكريبت يتكون من 700  سطر.,مقابل 20.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يوم إضافي.,السلام عليكم أخي الكريم,https://khamsat.com/programming/python-programming/1193618-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%84%D8%A3%D8%AA%D9%85%D8%AA%D8%A9-%D8%A7%D9%84%D9%85%D9%87%D8%A7%D9%85-%D8%A7%D9%84%D8%AB%D9%82%D9%8A%D9%84%D8%A9-%D9%88%D8%A7%D9%84%D9%85%D8%AA%D9%83%D8%B1%D8%B1%D8%A9-%D8%A8%D9%84%D8%BA%D8%A9-%D8%A7%D9%84%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86,https://avatars.hsoubcdn.com/a1d46505e95d0cab16e3f12d5bb75e94?s=128
 تطوير برنامج لأتمتة المهام الثقيلة والمتكررة بلغة البايثون ,"
      السلام عليكم ورحمة الله وبركاته,اسمي بنيوب و لدي خبرة سنوات في برمجة لغة بايثون , ملاحظة: يرجى ""الاتصال بي"" أولاً قبل الطلب للمناقشة في التفاصيل.,هل تبحث عن مبرمج لإنشاء الأتمتة لمهامك اليومية و المتكررة ؟,مقابل 5 دولار يمكنني عمل سكريبت بسيط  من 80 سطر,سأفعل:,ملء النماذج,تحميل / تحميل الملفات,أداء تسجيلات الدخول,إنشاء حسابات,إرسال البيانات إلى المواقع,تجريف بيانات الويب Data Scraping,ببساطة اي فكرة تخطر عبالك في هذه اللغة python قادر على تنفيذها بإذن الله,لماذا أنا؟,مرن,كود بجودة عالية,سنوات من الخبرة في مجالات البايثون,التواصل: وقت استجابة سريعة.,دعم مجاني .,إذا كنت بحاجة إلى مساعدتي. لا تتردد في مراسلتي في أي وقت.
    ",بنيوب إسماعيل,"برمجة,لغة,python,بايثون,آلي,برمجه,automate,selenium", 21 ساعة,ستة أيام,9,تسليم السكريبت بصيغة .exe,مقابل 45.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يوم إضافي.,السلام عليكم أخي الكريم,https://khamsat.com/programming/python-programming/1193618-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%84%D8%A3%D8%AA%D9%85%D8%AA%D8%A9-%D8%A7%D9%84%D9%85%D9%87%D8%A7%D9%85-%D8%A7%D9%84%D8%AB%D9%82%D9%8A%D9%84%D8%A9-%D9%88%D8%A7%D9%84%D9%85%D8%AA%D9%83%D8%B1%D8%B1%D8%A9-%D8%A8%D9%84%D8%BA%D8%A9-%D8%A7%D9%84%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86,https://avatars.hsoubcdn.com/a1d46505e95d0cab16e3f12d5bb75e94?s=128
 استخراج بيانات من جميع المواقع ببايثون (web scraping) ,"
      السلام عليكم ورحمه الله وبركاته, اخواني الأعزاء,متاح :,- استخراج بيانات من مواقع مثل المنتجات او العقارات او بوستات من مواقع التواصل الاجتماعي او غيرها .,- ايضا ان تطلب الكود لتقوم بعملية الاستخراج بنفسك,- عمل اداه او exe  لاستخراج البيانات وحفظها في جميع الصور المتاحه,- متاح استخراج البيانات في صوره Excel او json او Csv ,- التنسيق المتميز على الاكسل من خلال الكود اذا كنت تريده بصيغه Excel من حيت الالوان او الفونت او اي شئ اخر مثل حجم الخليه  .,- تسليم العمل حسب الوقت المتفق عليه,- استخراج بيانات من 2000 صفحه لنفس الموقع,- الشروط المطلوبه :,يجب ان تكون هذه المواقع تسمح باستخراج البيانات منها.,ان لا تستخدم هذه البيانات بشكل غير قانوني.,معرض الأعمال,https://mostaql.com/u/ammar203/portfolio
    ",Ammar Alkotb,"من,جوجل,python,بايثون,google,ويب,web,جلب,حصول,استخراج,map,ماب,scraping,extraction,كشط,اسكرابنج", ساعة,يومين,20,استخراج 1000 منتج اخر,مقابل 5.00$ إضافية على سعر الخدمة.,ثانى تعامل مع الاخ عمار مبدع كلمه قليلة عليه يعمل على تنفيذ المطلوب تماما جزاك الله خيرا ولى تعامل معك مستقبلا بإذن الله وربنا يوفقك كمان وكمان,https://khamsat.com/programming/python-programming/1475950-%D8%A7%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A8%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86-web-scraping,https://avatars.hsoubcdn.com/8021f2270edd35181155089584220255?s=128
 استخراج بيانات من جميع المواقع ببايثون (web scraping) ,"
      السلام عليكم ورحمه الله وبركاته, اخواني الأعزاء,متاح :,- استخراج بيانات من مواقع مثل المنتجات او العقارات او بوستات من مواقع التواصل الاجتماعي او غيرها .,- ايضا ان تطلب الكود لتقوم بعملية الاستخراج بنفسك,- عمل اداه او exe  لاستخراج البيانات وحفظها في جميع الصور المتاحه,- متاح استخراج البيانات في صوره Excel او json او Csv ,- التنسيق المتميز على الاكسل من خلال الكود اذا كنت تريده بصيغه Excel من حيت الالوان او الفونت او اي شئ اخر مثل حجم الخليه  .,- تسليم العمل حسب الوقت المتفق عليه,- استخراج بيانات من 2000 صفحه لنفس الموقع,- الشروط المطلوبه :,يجب ان تكون هذه المواقع تسمح باستخراج البيانات منها.,ان لا تستخدم هذه البيانات بشكل غير قانوني.,معرض الأعمال,https://mostaql.com/u/ammar203/portfolio
    ",Ammar Alkotb,"من,جوجل,python,بايثون,google,ويب,web,جلب,حصول,استخراج,map,ماب,scraping,extraction,كشط,اسكرابنج", ساعة,يومين,20,استخراج 2000 منتج,مقابل 10.00$ إضافية على سعر الخدمة.,ثانى تعامل مع الاخ عمار مبدع كلمه قليلة عليه يعمل على تنفيذ المطلوب تماما جزاك الله خيرا ولى تعامل معك مستقبلا بإذن الله وربنا يوفقك كمان وكمان,https://khamsat.com/programming/python-programming/1475950-%D8%A7%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A8%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86-web-scraping,https://avatars.hsoubcdn.com/8021f2270edd35181155089584220255?s=128
 استخراج بيانات من جميع المواقع ببايثون (web scraping) ,"
      السلام عليكم ورحمه الله وبركاته, اخواني الأعزاء,متاح :,- استخراج بيانات من مواقع مثل المنتجات او العقارات او بوستات من مواقع التواصل الاجتماعي او غيرها .,- ايضا ان تطلب الكود لتقوم بعملية الاستخراج بنفسك,- عمل اداه او exe  لاستخراج البيانات وحفظها في جميع الصور المتاحه,- متاح استخراج البيانات في صوره Excel او json او Csv ,- التنسيق المتميز على الاكسل من خلال الكود اذا كنت تريده بصيغه Excel من حيت الالوان او الفونت او اي شئ اخر مثل حجم الخليه  .,- تسليم العمل حسب الوقت المتفق عليه,- استخراج بيانات من 2000 صفحه لنفس الموقع,- الشروط المطلوبه :,يجب ان تكون هذه المواقع تسمح باستخراج البيانات منها.,ان لا تستخدم هذه البيانات بشكل غير قانوني.,معرض الأعمال,https://mostaql.com/u/ammar203/portfolio
    ",Ammar Alkotb,"من,جوجل,python,بايثون,google,ويب,web,جلب,حصول,استخراج,map,ماب,scraping,extraction,كشط,اسكرابنج", ساعة,يومين,20,استخراج 3000 منتج,مقابل 15.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يوم إضافي.,ثانى تعامل مع الاخ عمار مبدع كلمه قليلة عليه يعمل على تنفيذ المطلوب تماما جزاك الله خيرا ولى تعامل معك مستقبلا بإذن الله وربنا يوفقك كمان وكمان,https://khamsat.com/programming/python-programming/1475950-%D8%A7%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A8%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86-web-scraping,https://avatars.hsoubcdn.com/8021f2270edd35181155089584220255?s=128
 استخراج بيانات من جميع المواقع ببايثون (web scraping) ,"
      السلام عليكم ورحمه الله وبركاته, اخواني الأعزاء,متاح :,- استخراج بيانات من مواقع مثل المنتجات او العقارات او بوستات من مواقع التواصل الاجتماعي او غيرها .,- ايضا ان تطلب الكود لتقوم بعملية الاستخراج بنفسك,- عمل اداه او exe  لاستخراج البيانات وحفظها في جميع الصور المتاحه,- متاح استخراج البيانات في صوره Excel او json او Csv ,- التنسيق المتميز على الاكسل من خلال الكود اذا كنت تريده بصيغه Excel من حيت الالوان او الفونت او اي شئ اخر مثل حجم الخليه  .,- تسليم العمل حسب الوقت المتفق عليه,- استخراج بيانات من 2000 صفحه لنفس الموقع,- الشروط المطلوبه :,يجب ان تكون هذه المواقع تسمح باستخراج البيانات منها.,ان لا تستخدم هذه البيانات بشكل غير قانوني.,معرض الأعمال,https://mostaql.com/u/ammar203/portfolio
    ",Ammar Alkotb,"من,جوجل,python,بايثون,google,ويب,web,جلب,حصول,استخراج,map,ماب,scraping,extraction,كشط,اسكرابنج", ساعة,يومين,20,طلب الاسكربت واضافة وجهة للاده او exe اذا تم اختيارها,مقابل 20.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يومين إضافيين.,ثانى تعامل مع الاخ عمار مبدع كلمه قليلة عليه يعمل على تنفيذ المطلوب تماما جزاك الله خيرا ولى تعامل معك مستقبلا بإذن الله وربنا يوفقك كمان وكمان,https://khamsat.com/programming/python-programming/1475950-%D8%A7%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A8%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86-web-scraping,https://avatars.hsoubcdn.com/8021f2270edd35181155089584220255?s=128
 استخراج بيانات من جميع المواقع ببايثون (web scraping) ,"
      السلام عليكم ورحمه الله وبركاته, اخواني الأعزاء,متاح :,- استخراج بيانات من مواقع مثل المنتجات او العقارات او بوستات من مواقع التواصل الاجتماعي او غيرها .,- ايضا ان تطلب الكود لتقوم بعملية الاستخراج بنفسك,- عمل اداه او exe  لاستخراج البيانات وحفظها في جميع الصور المتاحه,- متاح استخراج البيانات في صوره Excel او json او Csv ,- التنسيق المتميز على الاكسل من خلال الكود اذا كنت تريده بصيغه Excel من حيت الالوان او الفونت او اي شئ اخر مثل حجم الخليه  .,- تسليم العمل حسب الوقت المتفق عليه,- استخراج بيانات من 2000 صفحه لنفس الموقع,- الشروط المطلوبه :,يجب ان تكون هذه المواقع تسمح باستخراج البيانات منها.,ان لا تستخدم هذه البيانات بشكل غير قانوني.,معرض الأعمال,https://mostaql.com/u/ammar203/portfolio
    ",Ammar Alkotb,"من,جوجل,python,بايثون,google,ويب,web,جلب,حصول,استخراج,map,ماب,scraping,extraction,كشط,اسكرابنج", ساعة,يومين,20,استخراج 10 الف منتج,مقابل 50.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يوم إضافي.,ثانى تعامل مع الاخ عمار مبدع كلمه قليلة عليه يعمل على تنفيذ المطلوب تماما جزاك الله خيرا ولى تعامل معك مستقبلا بإذن الله وربنا يوفقك كمان وكمان,https://khamsat.com/programming/python-programming/1475950-%D8%A7%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A8%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86-web-scraping,https://avatars.hsoubcdn.com/8021f2270edd35181155089584220255?s=128
 إستخراج العديد من البيانات من صفحات الويب آلياً(webscraping) ,"
      [#] المرجو مراسلتي بكافة المعلومات  قبل طلب الخدمة [#],السلام عليكم ورحمه الله,سأقوم برمجياً باستخراج البيانات (WebScraping) من صفحات الأنترنيت و الويب بشكل آلي و تسليمك البيانات المستخرجة  على أي شكل تريد سواء ايكسل ، csv ، txt ، json ، xml ، html ,الخدمة تشمل إستخراج:,-بيانات المنتجات من المتاجر الإلكترونية,-بيانات الشركات والفنادق والعقارات والأطباء وغيرها .,-أو إستخراج أي بيانات أخرى.,- الشروط المطلوبة :,-الخدمة يمكن أن تشمل الكود المستخدم (تتم الاتفاق عليها).,-يجب أن تكون البيانات مرئية ومتاحة للجمهور.,-يجب توفير رابط الموقع المحتوي على البيانات المطلوبة.,مقابل خدمة سأعمل على إستخراج 2000 صفحة ويب واستخلاص ما تريد منها.
    ",بنيوب إسماعيل,"ويب,بيانات,تجميع,سحب,داتا,data,استخراج,اكسل,mining,scraping,استخلاص,csv,webscraping", 11 ساعة,أسبوع,12,سحب عدد 2500 من البيانات,مقابل 5.00$ إضافية على سعر الخدمة.,افضل شخص تعاملت معه علي موقع خمسات بدون مبالغة,https://khamsat.com/programming/programming-services/1214619-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%B9%D8%AF%D9%8A%D8%AF-%D9%85%D9%86-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%B5%D9%81%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D9%88%D9%8A%D8%A8-%D8%A2%D9%84%D9%8A%D8%A7webscraping,https://avatars.hsoubcdn.com/a1d46505e95d0cab16e3f12d5bb75e94?s=128
 إستخراج العديد من البيانات من صفحات الويب آلياً(webscraping) ,"
      [#] المرجو مراسلتي بكافة المعلومات  قبل طلب الخدمة [#],السلام عليكم ورحمه الله,سأقوم برمجياً باستخراج البيانات (WebScraping) من صفحات الأنترنيت و الويب بشكل آلي و تسليمك البيانات المستخرجة  على أي شكل تريد سواء ايكسل ، csv ، txt ، json ، xml ، html ,الخدمة تشمل إستخراج:,-بيانات المنتجات من المتاجر الإلكترونية,-بيانات الشركات والفنادق والعقارات والأطباء وغيرها .,-أو إستخراج أي بيانات أخرى.,- الشروط المطلوبة :,-الخدمة يمكن أن تشمل الكود المستخدم (تتم الاتفاق عليها).,-يجب أن تكون البيانات مرئية ومتاحة للجمهور.,-يجب توفير رابط الموقع المحتوي على البيانات المطلوبة.,مقابل خدمة سأعمل على إستخراج 2000 صفحة ويب واستخلاص ما تريد منها.
    ",بنيوب إسماعيل,"ويب,بيانات,تجميع,سحب,داتا,data,استخراج,اكسل,mining,scraping,استخلاص,csv,webscraping", 11 ساعة,أسبوع,12,سحب عدد 5000 من البيانات,مقابل 15.00$ إضافية على سعر الخدمة.,افضل شخص تعاملت معه علي موقع خمسات بدون مبالغة,https://khamsat.com/programming/programming-services/1214619-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%B9%D8%AF%D9%8A%D8%AF-%D9%85%D9%86-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%B5%D9%81%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D9%88%D9%8A%D8%A8-%D8%A2%D9%84%D9%8A%D8%A7webscraping,https://avatars.hsoubcdn.com/a1d46505e95d0cab16e3f12d5bb75e94?s=128
 إستخراج العديد من البيانات من صفحات الويب آلياً(webscraping) ,"
      [#] المرجو مراسلتي بكافة المعلومات  قبل طلب الخدمة [#],السلام عليكم ورحمه الله,سأقوم برمجياً باستخراج البيانات (WebScraping) من صفحات الأنترنيت و الويب بشكل آلي و تسليمك البيانات المستخرجة  على أي شكل تريد سواء ايكسل ، csv ، txt ، json ، xml ، html ,الخدمة تشمل إستخراج:,-بيانات المنتجات من المتاجر الإلكترونية,-بيانات الشركات والفنادق والعقارات والأطباء وغيرها .,-أو إستخراج أي بيانات أخرى.,- الشروط المطلوبة :,-الخدمة يمكن أن تشمل الكود المستخدم (تتم الاتفاق عليها).,-يجب أن تكون البيانات مرئية ومتاحة للجمهور.,-يجب توفير رابط الموقع المحتوي على البيانات المطلوبة.,مقابل خدمة سأعمل على إستخراج 2000 صفحة ويب واستخلاص ما تريد منها.
    ",بنيوب إسماعيل,"ويب,بيانات,تجميع,سحب,داتا,data,استخراج,اكسل,mining,scraping,استخلاص,csv,webscraping", 11 ساعة,أسبوع,12,سحب عدد 100000 من البيانات,مقابل 45.00$ إضافية على سعر الخدمة.,افضل شخص تعاملت معه علي موقع خمسات بدون مبالغة,https://khamsat.com/programming/programming-services/1214619-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%B9%D8%AF%D9%8A%D8%AF-%D9%85%D9%86-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%B5%D9%81%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D9%88%D9%8A%D8%A8-%D8%A2%D9%84%D9%8A%D8%A7webscraping,https://avatars.hsoubcdn.com/a1d46505e95d0cab16e3f12d5bb75e94?s=128
