service_name,service_description,provider_name,seller_tags,avg_speed_reply,delivery_period,number_of_buyers,extra_service,extra_service_fee,last_buyer_review,service_Link,seller_picture_link
 استخراج البيانات من اي موقع بلغة البايثون (web scraping) ,"
      وصف الخدمة :,- استخراج بيانات من مواقع مثل المنتجات او العقارات او بوستات من مواقع التواصل الاجتماعي او غيرها .,- ايضا ان تطلب الاداة لتقوم بعملية الاستخراج بنفسك,- عمل اداه exe لاستخراج البيانات وحفظها .,- متاح استخراج البيانات في صوره Excel او json او Csv,- تسليم العمل حسب الوقت المتفق عليه.,- استخراج بيانات من 10 صفحه لنفس الموقع مقابل 5 دولار.,مميزات الخدمة:,1-سرعة الرد علي المشتري و سرعة التسليم.,2- لدي خبرة كبيرة في (web scraping) مما يعني جودة الخدمة مع تجنب اي اخطاء.,ملحوظة هامة: عزيزي العميل برجاء عدم شراء الخدمة قبل التواصل معي و الاتفاق علي المطلوب كما ان الخدمة لا تشمل الكود بل تشمل ان يكون المطلوب برنامج سطح مكتب او ملف بايثون مشفر
    ",مرقس راعي,"برمجة,python,بايثون,web,بيانات,استخراج,scraping,selenium,scripting,beautifulsoup", 7 ساعات,ثلاثة أيام,6,إضافة قاعدة بيانات,مقابل 10.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يوم إضافي.,تمام يا مرقس ممتاز وهتعامل معاك تاني في اقرب وقت,https://khamsat.com/programming/python-programming/1853769-%D8%A7%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%A7%D9%8A-%D9%85%D9%88%D9%82%D8%B9-%D8%A8%D9%84%D8%BA%D8%A9-%D8%A7%D9%84%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86-web-scraping,https://avatars.hsoubcdn.com/f27a8a508f5bf47bda8849ed48a6b738?s=128
 إستخراج و تنقيب البيانات من مواقع الانترنت (Web Scraping) ,"
      ** يرجى التواصل قبل طلب الخدمة **,سوف اقدم لك خدمة إستخراج البيانات من مواقع الانترنت المختلفة , مقابل 5 دولار سوف استخرج البيانات من 1000 صفحة من مواقع الانترنت ,بإستخدام لغة البرمجة بايثون ساقوم اليا باستخراج البيانات المطلوبة ,كما سيتم حفظ البيانات باى صيغة ,- sqlite,- mysql,- txt,- json,- csv,- excel,الخدمة تشمل:,البيانات من المتاجر الالكترونية ك امازون و ebay,البيانات من مواقع الشركات و الفنادق و غيرها,البيانات من نتائج البحث المختلفة,اتفاقية الاستخدام :,الخدمة تشمل موقع واحد فقط ,البيانات تكون متاحة و مرئية للجميع,تحديد المعلومات التي تريد استخراجها,عدم إساءة إستخدام البيانات بإى طريقة ,الخدمة لا تشمل الكود ,يتم حفظ البيانات كما هى على الموقع بدون اى تعديلات
    ",حسام جمال,"مواقع,تفريغ,web,بيانات,ادخال,سحب,data,استخراج,اكسل,البيانات,mining,scraping,استخلاص,csv", ساعة,ثلاثة أيام,42,زيادة البيانات حتى 2500,مقابل 10.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يوم إضافي.,"ممتاز كالعادة,, انصح بالتعامل معه وفقه الله",https://khamsat.com/programming/python-programming/1169810-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D9%88-%D8%AA%D9%86%D9%82%D9%8A%D8%A8-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA-web-scraping,https://avatars.hsoubcdn.com/4c48ff250e34c06ce19b0a8ee767edb1?s=128
 إستخراج و تنقيب البيانات من مواقع الانترنت (Web Scraping) ,"
      ** يرجى التواصل قبل طلب الخدمة **,سوف اقدم لك خدمة إستخراج البيانات من مواقع الانترنت المختلفة , مقابل 5 دولار سوف استخرج البيانات من 1000 صفحة من مواقع الانترنت ,بإستخدام لغة البرمجة بايثون ساقوم اليا باستخراج البيانات المطلوبة ,كما سيتم حفظ البيانات باى صيغة ,- sqlite,- mysql,- txt,- json,- csv,- excel,الخدمة تشمل:,البيانات من المتاجر الالكترونية ك امازون و ebay,البيانات من مواقع الشركات و الفنادق و غيرها,البيانات من نتائج البحث المختلفة,اتفاقية الاستخدام :,الخدمة تشمل موقع واحد فقط ,البيانات تكون متاحة و مرئية للجميع,تحديد المعلومات التي تريد استخراجها,عدم إساءة إستخدام البيانات بإى طريقة ,الخدمة لا تشمل الكود ,يتم حفظ البيانات كما هى على الموقع بدون اى تعديلات
    ",حسام جمال,"مواقع,تفريغ,web,بيانات,ادخال,سحب,data,استخراج,اكسل,البيانات,mining,scraping,استخلاص,csv", ساعة,ثلاثة أيام,42,زيادة البيانات حتى 5000,مقابل 15.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يومين إضافيين.,"ممتاز كالعادة,, انصح بالتعامل معه وفقه الله",https://khamsat.com/programming/python-programming/1169810-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D9%88-%D8%AA%D9%86%D9%82%D9%8A%D8%A8-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA-web-scraping,https://avatars.hsoubcdn.com/4c48ff250e34c06ce19b0a8ee767edb1?s=128
 إستخراج و تنقيب البيانات من مواقع الانترنت (Web Scraping) ,"
      ** يرجى التواصل قبل طلب الخدمة **,سوف اقدم لك خدمة إستخراج البيانات من مواقع الانترنت المختلفة , مقابل 5 دولار سوف استخرج البيانات من 1000 صفحة من مواقع الانترنت ,بإستخدام لغة البرمجة بايثون ساقوم اليا باستخراج البيانات المطلوبة ,كما سيتم حفظ البيانات باى صيغة ,- sqlite,- mysql,- txt,- json,- csv,- excel,الخدمة تشمل:,البيانات من المتاجر الالكترونية ك امازون و ebay,البيانات من مواقع الشركات و الفنادق و غيرها,البيانات من نتائج البحث المختلفة,اتفاقية الاستخدام :,الخدمة تشمل موقع واحد فقط ,البيانات تكون متاحة و مرئية للجميع,تحديد المعلومات التي تريد استخراجها,عدم إساءة إستخدام البيانات بإى طريقة ,الخدمة لا تشمل الكود ,يتم حفظ البيانات كما هى على الموقع بدون اى تعديلات
    ",حسام جمال,"مواقع,تفريغ,web,بيانات,ادخال,سحب,data,استخراج,اكسل,البيانات,mining,scraping,استخلاص,csv", ساعة,ثلاثة أيام,42,زيادة البيانات حتى 7500,مقابل 30.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يومين إضافيين.,"ممتاز كالعادة,, انصح بالتعامل معه وفقه الله",https://khamsat.com/programming/python-programming/1169810-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D9%88-%D8%AA%D9%86%D9%82%D9%8A%D8%A8-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA-web-scraping,https://avatars.hsoubcdn.com/4c48ff250e34c06ce19b0a8ee767edb1?s=128
 إستخراج و تنقيب البيانات من مواقع الانترنت (Web Scraping) ,"
      ** يرجى التواصل قبل طلب الخدمة **,سوف اقدم لك خدمة إستخراج البيانات من مواقع الانترنت المختلفة , مقابل 5 دولار سوف استخرج البيانات من 1000 صفحة من مواقع الانترنت ,بإستخدام لغة البرمجة بايثون ساقوم اليا باستخراج البيانات المطلوبة ,كما سيتم حفظ البيانات باى صيغة ,- sqlite,- mysql,- txt,- json,- csv,- excel,الخدمة تشمل:,البيانات من المتاجر الالكترونية ك امازون و ebay,البيانات من مواقع الشركات و الفنادق و غيرها,البيانات من نتائج البحث المختلفة,اتفاقية الاستخدام :,الخدمة تشمل موقع واحد فقط ,البيانات تكون متاحة و مرئية للجميع,تحديد المعلومات التي تريد استخراجها,عدم إساءة إستخدام البيانات بإى طريقة ,الخدمة لا تشمل الكود ,يتم حفظ البيانات كما هى على الموقع بدون اى تعديلات
    ",حسام جمال,"مواقع,تفريغ,web,بيانات,ادخال,سحب,data,استخراج,اكسل,البيانات,mining,scraping,استخلاص,csv", ساعة,ثلاثة أيام,42,زيادة البيانات حتى 10000,مقابل 40.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يومين إضافيين.,"ممتاز كالعادة,, انصح بالتعامل معه وفقه الله",https://khamsat.com/programming/python-programming/1169810-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D9%88-%D8%AA%D9%86%D9%82%D9%8A%D8%A8-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA-web-scraping,https://avatars.hsoubcdn.com/4c48ff250e34c06ce19b0a8ee767edb1?s=128
 إستخراج و تنقيب البيانات من مواقع الانترنت (Web Scraping) ,"
      ** يرجى التواصل قبل طلب الخدمة **,سوف اقدم لك خدمة إستخراج البيانات من مواقع الانترنت المختلفة , مقابل 5 دولار سوف استخرج البيانات من 1000 صفحة من مواقع الانترنت ,بإستخدام لغة البرمجة بايثون ساقوم اليا باستخراج البيانات المطلوبة ,كما سيتم حفظ البيانات باى صيغة ,- sqlite,- mysql,- txt,- json,- csv,- excel,الخدمة تشمل:,البيانات من المتاجر الالكترونية ك امازون و ebay,البيانات من مواقع الشركات و الفنادق و غيرها,البيانات من نتائج البحث المختلفة,اتفاقية الاستخدام :,الخدمة تشمل موقع واحد فقط ,البيانات تكون متاحة و مرئية للجميع,تحديد المعلومات التي تريد استخراجها,عدم إساءة إستخدام البيانات بإى طريقة ,الخدمة لا تشمل الكود ,يتم حفظ البيانات كما هى على الموقع بدون اى تعديلات
    ",حسام جمال,"مواقع,تفريغ,web,بيانات,ادخال,سحب,data,استخراج,اكسل,البيانات,mining,scraping,استخلاص,csv", ساعة,ثلاثة أيام,42,زيادة البيانات حتى 12500,مقابل 50.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يومين إضافيين.,"ممتاز كالعادة,, انصح بالتعامل معه وفقه الله",https://khamsat.com/programming/python-programming/1169810-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D9%88-%D8%AA%D9%86%D9%82%D9%8A%D8%A8-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA-web-scraping,https://avatars.hsoubcdn.com/4c48ff250e34c06ce19b0a8ee767edb1?s=128
 إستخراج البيانات من صفحات الإنترنت (Python web scraping) ,"
      السلام عليكم ورحمة الله وبركاته , سأقوم باستخراج البيانات بكل سهولة وفي وقت قياسي من مواقع الإنترنت بإستخدام برمجة Python,وتصدير هذه البيانات بأي صيغة ترغب بها (.. ,excel, CSV, JSON, txt) وذلك ب 5 $ مقابل 50 صفحة من مواقع الانترنت ,استطيع العمل مع أشهر المكتبات في هذا المجال BeautifulSoup ,Newspaper3k,news-please ومكتبات اخرى ,الخدمة تشمل إستخراج:,- بيانات الشركات والفنادق ,- المواقع الاخبارية ,- العقارات ,- نتائج البحث من محركات البحث,- اي مواقع اخرى ترغب باستخراج البيانات منها ,الشروط:,- الخدمة لا تشمل الكود المستخدم ,-الخدمة لا تشمل المواقع التي تحتاج الي اكثر من request للوصول للمعلومات ,- يجب ان لا تتم إساءة استخدام البيانات بشكل غير قانوني ,- يتم حفظ البيانات كما هي على الموقع بدون اي تعديلات او معالجة ,- ان تكون هذه المواقع تسمح باستخراج البيانات منها,- يجب توفير رابط الموقع المحتوي على البيانات  المطلوبة
    ",اسراء النبريصي,"html,python,web,crawler,scraping", 4 أيام,يومين,1,زيادة عدد الصفحات الي 100 صفحة,مقابل 10.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يوم إضافي.,اشكر الاخت اسراء الخبيرة في أمور البرمجة,https://khamsat.com/programming/python-programming/1528687-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%B5%D9%81%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA-python-web-scraping,https://avatars.hsoubcdn.com/731d720e3b79771789eb94743834e629?s=128
 إستخراج البيانات من صفحات الإنترنت (Python web scraping) ,"
      السلام عليكم ورحمة الله وبركاته , سأقوم باستخراج البيانات بكل سهولة وفي وقت قياسي من مواقع الإنترنت بإستخدام برمجة Python,وتصدير هذه البيانات بأي صيغة ترغب بها (.. ,excel, CSV, JSON, txt) وذلك ب 5 $ مقابل 50 صفحة من مواقع الانترنت ,استطيع العمل مع أشهر المكتبات في هذا المجال BeautifulSoup ,Newspaper3k,news-please ومكتبات اخرى ,الخدمة تشمل إستخراج:,- بيانات الشركات والفنادق ,- المواقع الاخبارية ,- العقارات ,- نتائج البحث من محركات البحث,- اي مواقع اخرى ترغب باستخراج البيانات منها ,الشروط:,- الخدمة لا تشمل الكود المستخدم ,-الخدمة لا تشمل المواقع التي تحتاج الي اكثر من request للوصول للمعلومات ,- يجب ان لا تتم إساءة استخدام البيانات بشكل غير قانوني ,- يتم حفظ البيانات كما هي على الموقع بدون اي تعديلات او معالجة ,- ان تكون هذه المواقع تسمح باستخراج البيانات منها,- يجب توفير رابط الموقع المحتوي على البيانات  المطلوبة
    ",اسراء النبريصي,"html,python,web,crawler,scraping", 4 أيام,يومين,1,زيادة عدد الصفحات الي 300 صفحة,مقابل 20.00$ إضافية على سعر الخدمة.,اشكر الاخت اسراء الخبيرة في أمور البرمجة,https://khamsat.com/programming/python-programming/1528687-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%B5%D9%81%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA-python-web-scraping,https://avatars.hsoubcdn.com/731d720e3b79771789eb94743834e629?s=128
 إستخراج البيانات من صفحات الإنترنت (Python web scraping) ,"
      السلام عليكم ورحمة الله وبركاته , سأقوم باستخراج البيانات بكل سهولة وفي وقت قياسي من مواقع الإنترنت بإستخدام برمجة Python,وتصدير هذه البيانات بأي صيغة ترغب بها (.. ,excel, CSV, JSON, txt) وذلك ب 5 $ مقابل 50 صفحة من مواقع الانترنت ,استطيع العمل مع أشهر المكتبات في هذا المجال BeautifulSoup ,Newspaper3k,news-please ومكتبات اخرى ,الخدمة تشمل إستخراج:,- بيانات الشركات والفنادق ,- المواقع الاخبارية ,- العقارات ,- نتائج البحث من محركات البحث,- اي مواقع اخرى ترغب باستخراج البيانات منها ,الشروط:,- الخدمة لا تشمل الكود المستخدم ,-الخدمة لا تشمل المواقع التي تحتاج الي اكثر من request للوصول للمعلومات ,- يجب ان لا تتم إساءة استخدام البيانات بشكل غير قانوني ,- يتم حفظ البيانات كما هي على الموقع بدون اي تعديلات او معالجة ,- ان تكون هذه المواقع تسمح باستخراج البيانات منها,- يجب توفير رابط الموقع المحتوي على البيانات  المطلوبة
    ",اسراء النبريصي,"html,python,web,crawler,scraping", 4 أيام,يومين,1,الموقع يحتاج الى اكثر من request للوصول للبيانات,مقابل 30.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ 3 أيام إضافية.,اشكر الاخت اسراء الخبيرة في أمور البرمجة,https://khamsat.com/programming/python-programming/1528687-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%B5%D9%81%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA-python-web-scraping,https://avatars.hsoubcdn.com/731d720e3b79771789eb94743834e629?s=128
 إستخراج البيانات من صفحات الإنترنت (Python web scraping) ,"
      السلام عليكم ورحمة الله وبركاته , سأقوم باستخراج البيانات بكل سهولة وفي وقت قياسي من مواقع الإنترنت بإستخدام برمجة Python,وتصدير هذه البيانات بأي صيغة ترغب بها (.. ,excel, CSV, JSON, txt) وذلك ب 5 $ مقابل 50 صفحة من مواقع الانترنت ,استطيع العمل مع أشهر المكتبات في هذا المجال BeautifulSoup ,Newspaper3k,news-please ومكتبات اخرى ,الخدمة تشمل إستخراج:,- بيانات الشركات والفنادق ,- المواقع الاخبارية ,- العقارات ,- نتائج البحث من محركات البحث,- اي مواقع اخرى ترغب باستخراج البيانات منها ,الشروط:,- الخدمة لا تشمل الكود المستخدم ,-الخدمة لا تشمل المواقع التي تحتاج الي اكثر من request للوصول للمعلومات ,- يجب ان لا تتم إساءة استخدام البيانات بشكل غير قانوني ,- يتم حفظ البيانات كما هي على الموقع بدون اي تعديلات او معالجة ,- ان تكون هذه المواقع تسمح باستخراج البيانات منها,- يجب توفير رابط الموقع المحتوي على البيانات  المطلوبة
    ",اسراء النبريصي,"html,python,web,crawler,scraping", 4 أيام,يومين,1,تحويل الكود الي واجهة برنامج يسهل استخدامه/ معالجة البيانات قبل استلامها,مقابل 40.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ 5 أيام إضافية.,اشكر الاخت اسراء الخبيرة في أمور البرمجة,https://khamsat.com/programming/python-programming/1528687-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%B5%D9%81%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA-python-web-scraping,https://avatars.hsoubcdn.com/731d720e3b79771789eb94743834e629?s=128
 إستخراج البيانات من صفحات الإنترنت (Python web scraping) ,"
      السلام عليكم ورحمة الله وبركاته , سأقوم باستخراج البيانات بكل سهولة وفي وقت قياسي من مواقع الإنترنت بإستخدام برمجة Python,وتصدير هذه البيانات بأي صيغة ترغب بها (.. ,excel, CSV, JSON, txt) وذلك ب 5 $ مقابل 50 صفحة من مواقع الانترنت ,استطيع العمل مع أشهر المكتبات في هذا المجال BeautifulSoup ,Newspaper3k,news-please ومكتبات اخرى ,الخدمة تشمل إستخراج:,- بيانات الشركات والفنادق ,- المواقع الاخبارية ,- العقارات ,- نتائج البحث من محركات البحث,- اي مواقع اخرى ترغب باستخراج البيانات منها ,الشروط:,- الخدمة لا تشمل الكود المستخدم ,-الخدمة لا تشمل المواقع التي تحتاج الي اكثر من request للوصول للمعلومات ,- يجب ان لا تتم إساءة استخدام البيانات بشكل غير قانوني ,- يتم حفظ البيانات كما هي على الموقع بدون اي تعديلات او معالجة ,- ان تكون هذه المواقع تسمح باستخراج البيانات منها,- يجب توفير رابط الموقع المحتوي على البيانات  المطلوبة
    ",اسراء النبريصي,"html,python,web,crawler,scraping", 4 أيام,يومين,1,تسليم السورس كود,مقابل 40.00$ إضافية على سعر الخدمة.,اشكر الاخت اسراء الخبيرة في أمور البرمجة,https://khamsat.com/programming/python-programming/1528687-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%B5%D9%81%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA-python-web-scraping,https://avatars.hsoubcdn.com/731d720e3b79771789eb94743834e629?s=128
 إستخراج البيانات من صفحات الإنترنت آلياً (Web Scraping) ,"
      خدمة إستخراج الداتا الأسرع، الأكثر مبيعاً، والأقل سعراً في خمسات,سأقوم باستخراج البيانات من مواقع الإنترنت بإستخدام برمجة Python,وتصدير هذه البيانات بأي صيغة ترغب بها (.. ,excel, CSV, JSON, txt),سأقوم برمجياً بإستخراج عدد 10,000 من البيانات مقابل الخدمة الواحدة.,الخدمة تشمل إستخراج:,-بيانات المنتجات من المتاجر الإلكترونية,-بيانات الشركات والفنادق والعقارات والأطباء وغيرها,-نتائج البحث من محركات البحث المختلفة,-أو إستخراج أي بيانات أخرى,#الشروط:,- البيانات المطلوب استخراجها لابد أن تكون متواجدة في موقع واحد فقط,-يجب توفير رابط الموقع المحتوي على البيانات المطلوبة,-يجب ألا يخالف ذلك شروط استخدام الموقع المراد إستخراج البيانات منه,-يجب أن تكون البيانات مرئية ومتاحة للجمهور,-يجب ألا يتم إساءة إستخدام البيانات بأي طريقة,-البيانات يتم إستخراجها كما هي موجودة في الموقع بدون تعديلات,-الطلب الواحد يكون لاستخراج البيانات من موقع واحد فقط,-الخدمة لا تشمل الكود المستخدم
    ",Ahmed Mohammed,"تفريغ,منتجات,web,بيانات,تجميع,ادخال,سحب,data,اكسل,mining,scraping,استخلاص,csv", 13 ساعة,يومين,92,بيانات معروف (متاجر إلكترونية بالسعودية) 104 ألف متجر، محدثة بتاريخ 31/12/2021,مقابل 25.00$ إضافية على سعر الخدمة.,خلوق ومحترم,https://khamsat.com/business/data-entry/891522-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%B5%D9%81%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA-%D8%A2%D9%84%D9%8A%D8%A7-web-scraping,https://avatars.hsoubcdn.com/7846b193e35578f2f7a92fe588baf243?s=128
 التنقيب عن البيانات في المواقع Python Web Scraping ,"
      السلام عليكم,أنا مبرمج أتقن لغة python، ولذلك سوف أقوم باستخراج البيانات لك من مواقع الويب المختلفة بسرعة واحترافية، وحفظها في ملف CSV، أو JSON، أو txt وذلك باستخدام beautiful soup أو selenium.,سوف أقوم باستخراج 1000 بيان مقابل 5$
    ",محمد عبد الستار,"python,بايثون,web,البيانات,scraping,تنقيب,استحراج,استحراج البيانات", 13 ساعة,يوم واحد,2,2500 بيان,مقابل 5.00$ إضافية على سعر الخدمة.,عمل جميل ورائع انصح الكل بالتواصل معه,https://khamsat.com/programming/python-programming/1782237-%D8%A7%D9%84%D8%AA%D9%86%D9%82%D9%8A%D8%A8-%D8%B9%D9%86-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D9%82%D8%B9-python-web-scraping,https://avatars.hsoubcdn.com/b159b714fa644d81912a9269c8cb07a5?s=128
 التنقيب عن البيانات في المواقع Python Web Scraping ,"
      السلام عليكم,أنا مبرمج أتقن لغة python، ولذلك سوف أقوم باستخراج البيانات لك من مواقع الويب المختلفة بسرعة واحترافية، وحفظها في ملف CSV، أو JSON، أو txt وذلك باستخدام beautiful soup أو selenium.,سوف أقوم باستخراج 1000 بيان مقابل 5$
    ",محمد عبد الستار,"python,بايثون,web,البيانات,scraping,تنقيب,استحراج,استحراج البيانات", 13 ساعة,يوم واحد,2,10000 بيان,مقابل 15.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يوم إضافي.,عمل جميل ورائع انصح الكل بالتواصل معه,https://khamsat.com/programming/python-programming/1782237-%D8%A7%D9%84%D8%AA%D9%86%D9%82%D9%8A%D8%A8-%D8%B9%D9%86-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D9%82%D8%B9-python-web-scraping,https://avatars.hsoubcdn.com/b159b714fa644d81912a9269c8cb07a5?s=128
 التنقيب عن البيانات في المواقع Python Web Scraping ,"
      السلام عليكم,أنا مبرمج أتقن لغة python، ولذلك سوف أقوم باستخراج البيانات لك من مواقع الويب المختلفة بسرعة واحترافية، وحفظها في ملف CSV، أو JSON، أو txt وذلك باستخدام beautiful soup أو selenium.,سوف أقوم باستخراج 1000 بيان مقابل 5$
    ",محمد عبد الستار,"python,بايثون,web,البيانات,scraping,تنقيب,استحراج,استحراج البيانات", 13 ساعة,يوم واحد,2,تحويل البرنامج الي ملف exe,مقابل 15.00$ إضافية على سعر الخدمة.,عمل جميل ورائع انصح الكل بالتواصل معه,https://khamsat.com/programming/python-programming/1782237-%D8%A7%D9%84%D8%AA%D9%86%D9%82%D9%8A%D8%A8-%D8%B9%D9%86-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D9%82%D8%B9-python-web-scraping,https://avatars.hsoubcdn.com/b159b714fa644d81912a9269c8cb07a5?s=128
 التنقيب عن البيانات في المواقع Python Web Scraping ,"
      السلام عليكم,أنا مبرمج أتقن لغة python، ولذلك سوف أقوم باستخراج البيانات لك من مواقع الويب المختلفة بسرعة واحترافية، وحفظها في ملف CSV، أو JSON، أو txt وذلك باستخدام beautiful soup أو selenium.,سوف أقوم باستخراج 1000 بيان مقابل 5$
    ",محمد عبد الستار,"python,بايثون,web,البيانات,scraping,تنقيب,استحراج,استحراج البيانات", 13 ساعة,يوم واحد,2,تسليم الأكواد,مقابل 30.00$ إضافية على سعر الخدمة.,عمل جميل ورائع انصح الكل بالتواصل معه,https://khamsat.com/programming/python-programming/1782237-%D8%A7%D9%84%D8%AA%D9%86%D9%82%D9%8A%D8%A8-%D8%B9%D9%86-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D9%82%D8%B9-python-web-scraping,https://avatars.hsoubcdn.com/b159b714fa644d81912a9269c8cb07a5?s=128
 التنقيب عن البيانات في المواقع Python Web Scraping ,"
      السلام عليكم,أنا مبرمج أتقن لغة python، ولذلك سوف أقوم باستخراج البيانات لك من مواقع الويب المختلفة بسرعة واحترافية، وحفظها في ملف CSV، أو JSON، أو txt وذلك باستخدام beautiful soup أو selenium.,سوف أقوم باستخراج 1000 بيان مقابل 5$
    ",محمد عبد الستار,"python,بايثون,web,البيانات,scraping,تنقيب,استحراج,استحراج البيانات", 13 ساعة,يوم واحد,2,تصميم واجهة مستخدم GUI ، وتحويل البرنامج الي exe,مقابل 45.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يومين إضافيين.,عمل جميل ورائع انصح الكل بالتواصل معه,https://khamsat.com/programming/python-programming/1782237-%D8%A7%D9%84%D8%AA%D9%86%D9%82%D9%8A%D8%A8-%D8%B9%D9%86-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D9%82%D8%B9-python-web-scraping,https://avatars.hsoubcdn.com/b159b714fa644d81912a9269c8cb07a5?s=128
